FIPS,County,Site,Sex,Rate,Unstable Rate,Count,Pop,Lower CI,Upper CI
27027,Clay County,Chronic Lymphocytic Leukemia,Female,0,,0,"160,868",0,2.4
27029,Clearwater County,Chronic Lymphocytic Leukemia,Female,0,,0,"21,795",0,17.8
27031,Cook County,Chronic Lymphocytic Leukemia,Female,0,,0,"13,441",0,34.4
27033,Cottonwood County,Chronic Lymphocytic Leukemia,Female,2.7,*,2,"28,371",0.3,17.2
27035,Crow Wing County,Chronic Lymphocytic Leukemia,Female,0,,0,"161,278",0,2.5
27037,Dakota County,Chronic Lymphocytic Leukemia,Female,0.9,*,11,"1,069,198",0.5,1.7
27039,Dodge County,Chronic Lymphocytic Leukemia,Female,1.7,*,1,"51,604",0,10.2
27041,Douglas County,Chronic Lymphocytic Leukemia,Female,0.4,*,1,"93,584",0,4.7
27043,Faribault County,Chronic Lymphocytic Leukemia,Female,0,,0,"34,562",0,11.8
27045,Fillmore County,Chronic Lymphocytic Leukemia,Female,1.2,*,2,"52,150",0.1,8.8
27047,Freeborn County,Chronic Lymphocytic Leukemia,Female,0,,0,"76,320",0,5.3
27049,Goodhue County,Chronic Lymphocytic Leukemia,Female,0,,0,"116,296",0,3.3
27051,Grant County,Chronic Lymphocytic Leukemia,Female,0,,0,"14,747",0,27.5
27053,Hennepin County,Chronic Lymphocytic Leukemia,Female,0.8,,32,"3,151,007",0.5,1.1
27055,Houston County,Chronic Lymphocytic Leukemia,Female,0.8,*,1,"46,781",0,9.4
27057,Hubbard County,Chronic Lymphocytic Leukemia,Female,1,*,1,"51,923",0,9.4
27059,Isanti County,Chronic Lymphocytic Leukemia,Female,0.6,*,1,"97,227",0,4.8
27061,Itasca County,Chronic Lymphocytic Leukemia,Female,0.4,*,1,"111,792",0,4.1
27063,Jackson County,Chronic Lymphocytic Leukemia,Female,1.2,*,1,"24,327",0,17.5
27065,Kanabec County,Chronic Lymphocytic Leukemia,Female,1.4,*,1,"39,828",0,11.8
27067,Kandiyohi County,Chronic Lymphocytic Leukemia,Female,0.4,*,1,"106,512",0,4
27069,Kittson County,Chronic Lymphocytic Leukemia,Female,2.3,*,1,"10,755",0.1,41.5
27071,Koochiching County,Chronic Lymphocytic Leukemia,Female,1.2,*,1,"31,214",0,15.4
27073,Lac qui Parle County,Chronic Lymphocytic Leukemia,Female,2.7,*,1,"16,692",0.1,29.6
27075,Lake County,Chronic Lymphocytic Leukemia,Female,0,,0,"25,827",0,16.9
27077,Lake of the Woods County,Chronic Lymphocytic Leukemia,Female,0,,0,"9,066",0,48.1
27079,Le Sueur County,Chronic Lymphocytic Leukemia,Female,0.8,*,1,"69,999",0,6.4
27081,Lincoln County,Chronic Lymphocytic Leukemia,Female,0,,0,"13,946",0,29.6
27083,Lyon County,Chronic Lymphocytic Leukemia,Female,0,,0,"64,892",0,5.7
27087,Mahnomen County,Chronic Lymphocytic Leukemia,Female,0,,0,"13,651",0,28.3
27089,Marshall County,Chronic Lymphocytic Leukemia,Female,0,,0,"23,125",0,17.1
27091,Martin County,Chronic Lymphocytic Leukemia,Female,0.5,*,1,"50,054",0,8.6
27085,McLeod County,Chronic Lymphocytic Leukemia,Female,1.6,*,2,"89,606",0.2,6.6
27093,Meeker County,Chronic Lymphocytic Leukemia,Female,0.8,*,1,"56,668",0,7.7
27095,Mille Lacs County,Chronic Lymphocytic Leukemia,Female,1,*,1,"64,283",0,7.3
27097,Morrison County,Chronic Lymphocytic Leukemia,Female,1.5,*,3,"81,746",0.3,6.5
27099,Mower County,Chronic Lymphocytic Leukemia,Female,0.9,*,2,"99,184",0.1,5
27101,Murray County,Chronic Lymphocytic Leukemia,Female,0,,0,"20,794",0,20
27103,Nicollet County,Chronic Lymphocytic Leukemia,Female,0.6,*,1,"84,318",0,5.4
27105,Nobles County,Chronic Lymphocytic Leukemia,Female,0.7,*,1,"52,684",0,7.9
27107,Norman County,Chronic Lymphocytic Leukemia,Female,0,,0,"16,215",0,24.2
27109,Olmsted County,Chronic Lymphocytic Leukemia,Female,0.8,*,5,"396,367",0.3,2.1
27111,Otter Tail County,Chronic Lymphocytic Leukemia,Female,0.8,*,3,"144,462",0.2,3.7
27113,Pennington County,Chronic Lymphocytic Leukemia,Female,0,,0,"35,646",0,10.5
27115,Pine County,Chronic Lymphocytic Leukemia,Female,0,,0,"67,827",0,6
27117,Pipestone County,Chronic Lymphocytic Leukemia,Female,0,,0,"23,530",0,16.7
27119,Polk County,Chronic Lymphocytic Leukemia,Female,0.9,*,2,"78,361",0.1,5.8
27121,Pope County,Chronic Lymphocytic Leukemia,Female,1.9,*,1,"26,991",0,17.6
27123,Ramsey County,Chronic Lymphocytic Leukemia,Female,1.2,,22,"1,395,268",0.7,1.8
27125,Red Lake County,Chronic Lymphocytic Leukemia,Female,0,,0,"9,839",0,40.5
27127,Redwood County,Chronic Lymphocytic Leukemia,Female,5.2,*,3,"38,226",1.1,17.6
27129,Renville County,Chronic Lymphocytic Leukemia,Female,0,,0,"36,057",0,11
27131,Rice County,Chronic Lymphocytic Leukemia,Female,0.7,*,2,"162,226",0.1,3.4
27133,Rock County,Chronic Lymphocytic Leukemia,Female,1.3,*,1,"23,883",0,17.5
27135,Roseau County,Chronic Lymphocytic Leukemia,Female,2,*,1,"37,319",0.1,13.6
27139,Scott County,Chronic Lymphocytic Leukemia,Female,1.7,*,5,"364,400",0.5,3.8
27141,Sherburne County,Chronic Lymphocytic Leukemia,Female,1.1,*,2,"230,437",0.1,3.7
27143,Sibley County,Chronic Lymphocytic Leukemia,Female,0,,0,"36,894",0,10.4
27137,St. Louis County,Chronic Lymphocytic Leukemia,Female,1,*,8,"498,004",0.4,2.2
27145,Stearns County,Chronic Lymphocytic Leukemia,Female,0.6,*,3,"393,447",0.1,1.9
27147,Steele County,Chronic Lymphocytic Leukemia,Female,0.5,*,1,"92,269",0,4.6
27149,Stevens County,Chronic Lymphocytic Leukemia,Female,0,,0,"24,481",0,17.1
27151,Swift County,Chronic Lymphocytic Leukemia,Female,0,,0,"23,255",0,17
27153,Todd County,Chronic Lymphocytic Leukemia,Female,1.8,*,2,"59,573",0.2,9
27155,Traverse County,Chronic Lymphocytic Leukemia,Female,2.5,*,1,"8,215",0.1,54.2
27157,Wabasha County,Chronic Lymphocytic Leukemia,Female,0,,0,"53,803",0,7.4
27159,Wadena County,Chronic Lymphocytic Leukemia,Female,0,,0,"34,359",0,11.4
27161,Waseca County,Chronic Lymphocytic Leukemia,Female,0,,0,"48,819",0,7.7
27163,Washington County,Chronic Lymphocytic Leukemia,Female,1,,8,"647,259",0.4,2
27165,Watonwan County,Chronic Lymphocytic Leukemia,Female,2,*,1,"27,528",0.1,16.6
27167,Wilkin County,Chronic Lymphocytic Leukemia,Female,7.3,*,2,"15,202",0.8,35.6
27169,Winona County,Chronic Lymphocytic Leukemia,Female,1.1,*,3,"128,066",0.2,4.7
27171,Wright County,Chronic Lymphocytic Leukemia,Female,0.5,*,2,"333,313",0.1,2
27173,Yellow Medicine County,Chronic Lymphocytic Leukemia,Female,8.1,*,3,"24,379",1.7,27.7
27001,Aitkin County,Chronic Lymphocytic Leukemia,Male,2.5,*,2,"40,009",0.3,15.1
27003,Anoka County,Chronic Lymphocytic Leukemia,Male,2.2,,18,"876,776",1.3,3.6
27005,Becker County,Chronic Lymphocytic Leukemia,Male,2.9,*,3,"84,842",0.6,9
27007,Beltrami County,Chronic Lymphocytic Leukemia,Male,0.9,*,1,"115,769",0,5.1
27009,Benton County,Chronic Lymphocytic Leukemia,Male,4.1,*,4,"100,455",1.1,10.6
27011,Big Stone County,Chronic Lymphocytic Leukemia,Male,0,,0,"12,411",0,33.4
27013,Blue Earth County,Chronic Lymphocytic Leukemia,Male,2.3,*,4,"168,321",0.6,6.3
27015,Brown County,Chronic Lymphocytic Leukemia,Male,3,*,3,"62,725",0.6,10.3
27017,Carlton County,Chronic Lymphocytic Leukemia,Male,2.3,*,3,"93,307",0.5,7.7
27019,Carver County,Chronic Lymphocytic Leukemia,Male,1.1,*,2,"253,152",0.1,3.7
27021,Cass County,Chronic Lymphocytic Leukemia,Male,4.7,*,5,"74,621",1.5,12.2
27023,Chippewa County,Chronic Lymphocytic Leukemia,Male,0,,0,"29,703",0,12.8
27025,Chisago County,Chronic Lymphocytic Leukemia,Male,0.9,*,1,"142,936",0,4.5
27027,Clay County,Chronic Lymphocytic Leukemia,Male,1.4,*,2,"156,821",0.2,5
27029,Clearwater County,Chronic Lymphocytic Leukemia,Male,0,,0,"22,337",0,17.1
27031,Cook County,Chronic Lymphocytic Leukemia,Male,4.5,*,1,"13,396",0.1,39.3
27033,Cottonwood County,Chronic Lymphocytic Leukemia,Male,0,,0,"28,211",0,13.6
27035,Crow Wing County,Chronic Lymphocytic Leukemia,Male,2.6,*,6,"160,206",1,6.2
27037,Dakota County,Chronic Lymphocytic Leukemia,Male,2.1,,18,"1,039,595",1.2,3.3
27039,Dodge County,Chronic Lymphocytic Leukemia,Male,2,*,1,"51,859",0.1,11.1
27041,Douglas County,Chronic Lymphocytic Leukemia,Male,2.8,*,4,"93,978",0.8,8.1
27043,Faribault County,Chronic Lymphocytic Leukemia,Male,5.8,*,2,"34,449",0.6,21.9
27045,Fillmore County,Chronic Lymphocytic Leukemia,Male,2.5,*,2,"52,609",0.3,10.8
27047,Freeborn County,Chronic Lymphocytic Leukemia,Male,1.7,*,2,"76,161",0.2,7.5
27049,Goodhue County,Chronic Lymphocytic Leukemia,Male,2.7,*,4,"115,121",0.7,7.5
27051,Grant County,Chronic Lymphocytic Leukemia,Male,10.8,*,3,"14,903",2.2,40.4
27053,Hennepin County,Chronic Lymphocytic Leukemia,Male,2.8,,73,"3,079,931",2.1,3.5
27055,Houston County,Chronic Lymphocytic Leukemia,Male,3.2,*,2,"46,634",0.4,13.4
27057,Hubbard County,Chronic Lymphocytic Leukemia,Male,0,,0,"53,374",0,7.8
27059,Isanti County,Chronic Lymphocytic Leukemia,Male,3.1,*,4,"99,647",0.8,8.6
27061,Itasca County,Chronic Lymphocytic Leukemia,Male,2.4,*,4,"114,108",0.7,7
27063,Jackson County,Chronic Lymphocytic Leukemia,Male,0,,0,"25,366",0,15.3
27065,Kanabec County,Chronic Lymphocytic Leukemia,Male,1.2,*,1,"40,677",0,11.3
27067,Kandiyohi County,Chronic Lymphocytic Leukemia,Male,4.3,*,6,"107,532",1.6,9.8
27069,Kittson County,Chronic Lymphocytic Leukemia,Male,0,,0,"10,801",0,38
27071,Koochiching County,Chronic Lymphocytic Leukemia,Male,0,,0,"31,302",0,13.6
27073,Lac qui Parle County,Chronic Lymphocytic Leukemia,Male,0,,0,"16,881",0,25
27075,Lake County,Chronic Lymphocytic Leukemia,Male,3.5,*,2,"26,929",0.4,19.8
27077,Lake of the Woods County,Chronic Lymphocytic Leukemia,Male,0,,0,"9,783",0,44.7
27079,Le Sueur County,Chronic Lymphocytic Leukemia,Male,2.1,*,2,"71,147",0.2,8.6
27081,Lincoln County,Chronic Lymphocytic Leukemia,Male,6.4,*,2,"14,398",0.7,35.1
27083,Lyon County,Chronic Lymphocytic Leukemia,Male,1.3,*,1,"64,143",0,8
27087,Mahnomen County,Chronic Lymphocytic Leukemia,Male,0,,0,"13,844",0,28.6
27089,Marshall County,Chronic Lymphocytic Leukemia,Male,2.4,*,1,"23,731",0.1,19.5
27091,Martin County,Chronic Lymphocytic Leukemia,Male,2.6,*,2,"49,187",0.3,11.7
27085,McLeod County,Chronic Lymphocytic Leukemia,Male,4.5,*,5,"89,432",1.5,11
27093,Meeker County,Chronic Lymphocytic Leukemia,Male,0,,0,"58,786",0,6.5
27095,Mille Lacs County,Chronic Lymphocytic Leukemia,Male,1,*,1,"64,867",0,7.2
27097,Morrison County,Chronic Lymphocytic Leukemia,Male,2.8,*,3,"83,433",0.6,8.9
27099,Mower County,Chronic Lymphocytic Leukemia,Male,4.2,*,5,"99,819",1.3,10.3
27101,Murray County,Chronic Lymphocytic Leukemia,Male,3.1,*,1,"20,682",0.1,23.9
27103,Nicollet County,Chronic Lymphocytic Leukemia,Male,1.1,*,1,"85,619",0,6.5
27105,Nobles County,Chronic Lymphocytic Leukemia,Male,0,,0,"56,006",0,6.6
27107,Norman County,Chronic Lymphocytic Leukemia,Male,7,*,2,"16,402",0.8,33.2
27109,Olmsted County,Chronic Lymphocytic Leukemia,Male,1.5,*,6,"378,055",0.5,3.2
27111,Otter Tail County,Chronic Lymphocytic Leukemia,Male,0.8,*,2,"146,416",0.1,3.8
27113,Pennington County,Chronic Lymphocytic Leukemia,Male,0,,0,"35,290",0,10.6
27115,Pine County,Chronic Lymphocytic Leukemia,Male,3.2,*,3,"78,135",0.7,10.2
27117,Pipestone County,Chronic Lymphocytic Leukemia,Male,0,,0,"22,468",0,17
27119,Polk County,Chronic Lymphocytic Leukemia,Male,1.1,*,1,"79,180",0,6.8
27121,Pope County,Chronic Lymphocytic Leukemia,Male,7,*,3,"28,199",1.4,23.9
27123,Ramsey County,Chronic Lymphocytic Leukemia,Male,2.5,,29,"1,326,656",1.7,3.6
27125,Red Lake County,Chronic Lymphocytic Leukemia,Male,0,,0,"10,166",0,38.4
27127,Redwood County,Chronic Lymphocytic Leukemia,Male,0,,0,"38,085",0,10
27129,Renville County,Chronic Lymphocytic Leukemia,Male,3.6,*,2,"37,199",0.4,15.8
27131,Rice County,Chronic Lymphocytic Leukemia,Male,0.7,*,1,"168,770",0,3.6
27133,Rock County,Chronic Lymphocytic Leukemia,Male,3,*,1,"23,204",0.1,21.2
27135,Roseau County,Chronic Lymphocytic Leukemia,Male,2.7,*,1,"39,478",0.1,14.8
27139,Scott County,Chronic Lymphocytic Leukemia,Male,3.2,*,8,"362,289",1.3,6.2
27141,Sherburne County,Chronic Lymphocytic Leukemia,Male,2.5,*,4,"242,269",0.6,6.1
27143,Sibley County,Chronic Lymphocytic Leukemia,Male,4.9,*,2,"37,639",0.6,18.5
27137,St. Louis County,Chronic Lymphocytic Leukemia,Male,3.1,,19,"501,336",1.9,5
27145,Stearns County,Chronic Lymphocytic Leukemia,Male,1.3,*,6,"399,522",0.5,3
27147,Steele County,Chronic Lymphocytic Leukemia,Male,1,*,1,"91,314",0,6
27149,Stevens County,Chronic Lymphocytic Leukemia,Male,0,,0,"24,492",0,16.4
27151,Swift County,Chronic Lymphocytic Leukemia,Male,0,,0,"23,604",0,16.3
27153,Todd County,Chronic Lymphocytic Leukemia,Male,0,,0,"63,030",0,6.2
27155,Traverse County,Chronic Lymphocytic Leukemia,Male,0,,0,"8,348",0,47.8
27157,Wabasha County,Chronic Lymphocytic Leukemia,Male,1.2,*,1,"53,768",0,9
27159,Wadena County,Chronic Lymphocytic Leukemia,Male,4,*,2,"33,901",0.5,17.2
27161,Waseca County,Chronic Lymphocytic Leukemia,Male,3.2,*,2,"44,854",0.4,13.3
27163,Washington County,Chronic Lymphocytic Leukemia,Male,1.8,*,10,"633,105",0.8,3.2
27165,Watonwan County,Chronic Lymphocytic Leukemia,Male,5.1,*,2,"27,208",0.6,21.5
27167,Wilkin County,Chronic Lymphocytic Leukemia,Male,0,,0,"16,324",0,23.7
27169,Winona County,Chronic Lymphocytic Leukemia,Male,2.5,*,4,"126,028",0.7,7.2
27171,Wright County,Chronic Lymphocytic Leukemia,Male,1.8,*,4,"339,401",0.5,4.3
27173,Yellow Medicine County,Chronic Lymphocytic Leukemia,Male,5.7,*,2,"24,761",0.7,24.2
27001,Aitkin County,Colon and Rectum,All,14.9,,22,"79,137",8.4,25.6
27003,Anoka County,Colon and Rectum,All,12.3,,226,"1,753,197",10.7,14
27005,Becker County,Colon and Rectum,All,12,,29,"170,136",8,17.6
27007,Beltrami County,Colon and Rectum,All,11.9,,31,"232,108",8,17.1
27009,Benton County,Colon and Rectum,All,10.4,,24,"200,857",6.6,15.8
27011,Big Stone County,Colon and Rectum,All,17.9,*,10,"24,939",8.2,39.1
27013,Blue Earth County,Colon and Rectum,All,12.6,,46,"334,301",9.1,17
27015,Brown County,Colon and Rectum,All,16.5,,34,"125,780",11.2,23.9
27017,Carlton County,Colon and Rectum,All,13.3,,32,"178,177",9.1,19.1
27019,Carver County,Colon and Rectum,All,12,,60,"509,852",9.1,15.5
27021,Cass County,Colon and Rectum,All,9.3,,24,"146,085",5.9,14.5
27023,Chippewa County,Colon and Rectum,All,24.4,,25,"59,687",15.3,37.9
27025,Chisago County,Colon and Rectum,All,13.9,,45,"276,568",10,18.7
27027,Clay County,Colon and Rectum,All,14.1,,46,"317,689",10.2,18.9
27029,Clearwater County,Colon and Rectum,All,8.4,*,6,"44,132",3.1,20.3
27031,Cook County,Colon and Rectum,All,18.7,*,7,"26,837",6.5,44.1
27033,Cottonwood County,Colon and Rectum,All,8.3,*,9,"56,582",3.6,17.9
27035,Crow Wing County,Colon and Rectum,All,13.5,,67,"321,484",10.3,17.4
27037,Dakota County,Colon and Rectum,All,11.6,,263,"2,108,793",10.2,13.1
27039,Dodge County,Colon and Rectum,All,12.7,,15,"103,463",7,21.3
27041,Douglas County,Colon and Rectum,All,13.6,,42,"187,562",9.6,18.9
27043,Faribault County,Colon and Rectum,All,22.9,,27,"69,011",14.5,35.1
27045,Fillmore County,Colon and Rectum,All,11.6,,18,"104,759",6.6,19.4
27047,Freeborn County,Colon and Rectum,All,16.6,,45,"152,481",11.9,22.9
27049,Goodhue County,Colon and Rectum,All,14.5,,52,"231,417",10.8,19.3
27051,Grant County,Colon and Rectum,All,12.3,*,7,"29,650",4.8,29.4
27053,Hennepin County,Colon and Rectum,All,10.8,,743,"6,230,938",10,11.7
27055,Houston County,Colon and Rectum,All,3.2,*,5,"93,415",1,8.7
27057,Hubbard County,Colon and Rectum,All,18.4,,29,"105,297",11.8,27.9
27059,Isanti County,Colon and Rectum,All,12.4,,29,"196,874",8.2,18
27061,Itasca County,Colon and Rectum,All,12.3,,49,"225,900",9.1,16.6
27063,Jackson County,Colon and Rectum,All,18.9,,17,"49,693",10.7,32.4
27065,Kanabec County,Colon and Rectum,All,3.9,*,5,"80,505",1.2,10.3
27067,Kandiyohi County,Colon and Rectum,All,13.9,,40,"214,044",9.8,19.3
27069,Kittson County,Colon and Rectum,All,8,*,4,"21,556",2.1,28.8
27071,Koochiching County,Colon and Rectum,All,14.1,,17,"62,516",8.1,24.4
27073,Lac qui Parle County,Colon and Rectum,All,8.2,*,6,"33,573",2.9,22.9
27075,Lake County,Colon and Rectum,All,9.3,*,8,"52,756",3.8,20.8
27077,Lake of the Woods County,Colon and Rectum,All,13.8,*,5,"18,849",4.4,40.5
27079,Le Sueur County,Colon and Rectum,All,15.6,,29,"141,146",10.4,22.8
27081,Lincoln County,Colon and Rectum,All,16.1,*,10,"28,344",7.3,34.8
27083,Lyon County,Colon and Rectum,All,10.4,,17,"129,035",5.8,17.3
27087,Mahnomen County,Colon and Rectum,All,18.5,*,6,"27,495",6.3,42.6
27089,Marshall County,Colon and Rectum,All,11.9,*,10,"46,856",5.6,24.1
27091,Martin County,Colon and Rectum,All,16.3,,33,"99,241",11.1,24
27085,McLeod County,Colon and Rectum,All,11.5,,30,"179,038",7.7,16.7
27093,Meeker County,Colon and Rectum,All,11.5,,21,"115,454",7,18.4
27095,Mille Lacs County,Colon and Rectum,All,11.9,,18,"129,150",6.8,19.4
27097,Morrison County,Colon and Rectum,All,11.2,,29,"165,179",7.4,16.5
27099,Mower County,Colon and Rectum,All,11.4,,35,"199,003",7.8,16.2
27101,Murray County,Colon and Rectum,All,15.9,,13,"41,476",8.3,29.9
27103,Nicollet County,Colon and Rectum,All,9.3,,21,"169,937",5.7,14.5
27105,Nobles County,Colon and Rectum,All,16.7,,23,"108,690",10.4,25.6
27107,Norman County,Colon and Rectum,All,11.5,*,7,"32,617",4.6,27.1
27109,Olmsted County,Colon and Rectum,All,10.1,,94,"774,422",8.1,12.4
27111,Otter Tail County,Colon and Rectum,All,14.1,,70,"290,878",10.8,18.4
27113,Pennington County,Colon and Rectum,All,14.3,,13,"70,936",7.4,25.4
27115,Pine County,Colon and Rectum,All,14.6,,33,"145,962",10,20.9
27117,Pipestone County,Colon and Rectum,All,16.7,,14,"45,998",8.9,30.3
27119,Polk County,Colon and Rectum,All,17.9,,42,"157,541",12.7,24.8
27121,Pope County,Colon and Rectum,All,12.7,*,11,"55,190",5.7,25.2
27123,Ramsey County,Colon and Rectum,All,11.2,,341,"2,721,924",10,12.5
27125,Red Lake County,Colon and Rectum,All,25.9,*,8,"20,005",10.9,55.5
27127,Redwood County,Colon and Rectum,All,8,*,10,"76,311",3.5,16.2
27129,Renville County,Colon and Rectum,All,12.4,,16,"73,256",7,21.4
27131,Rice County,Colon and Rectum,All,11.6,,45,"330,996",8.4,15.6
27133,Rock County,Colon and Rectum,All,10.2,*,9,"47,087",4.6,21.6
27135,Roseau County,Colon and Rectum,All,9.2,*,10,"76,797",4.3,17.9
27139,Scott County,Colon and Rectum,All,10,,62,"726,689",7.6,12.9
27141,Sherburne County,Colon and Rectum,All,11.5,,52,"472,706",8.5,15.2
27143,Sibley County,Colon and Rectum,All,27,,26,"74,533",17.3,40.6
27137,St. Louis County,Colon and Rectum,All,11.3,,159,"999,340",9.6,13.3
27145,Stearns County,Colon and Rectum,All,11.8,,109,"792,969",9.7,14.3
27147,Steele County,Colon and Rectum,All,10,,26,"183,583",6.4,15
27149,Stevens County,Colon and Rectum,All,2.4,*,2,"48,973",0.3,11.7
27151,Swift County,Colon and Rectum,All,11.5,*,9,"46,859",5,24
27153,Todd County,Colon and Rectum,All,6.1,*,11,"122,603",2.9,11.7
27155,Traverse County,Colon and Rectum,All,15.1,*,6,"16,563",5.1,43.5
27157,Wabasha County,Colon and Rectum,All,21.2,,37,"107,571",14.9,29.9
27159,Wadena County,Colon and Rectum,All,15.3,,15,"68,260",8.3,26.5
27161,Waseca County,Colon and Rectum,All,15.6,,20,"93,673",9.4,24.7
27163,Washington County,Colon and Rectum,All,10.5,,148,"1,280,364",8.9,12.4
27165,Watonwan County,Colon and Rectum,All,7.8,*,8,"54,736",3.2,17.4
27167,Wilkin County,Colon and Rectum,All,4.2,*,2,"31,526",0.5,18.5
27169,Winona County,Colon and Rectum,All,12.2,,40,"254,094",8.6,16.9
27171,Wright County,Colon and Rectum,All,11.3,,74,"672,714",8.8,14.3
27173,Yellow Medicine County,Colon and Rectum,All,20.1,,16,"49,140",11,34.9
27001,Aitkin County,Colon and Rectum,Female,9.5,*,7,"39,128",3.5,24.6
27003,Anoka County,Colon and Rectum,Female,9.3,,93,"876,421",7.4,11.4
27005,Becker County,Colon and Rectum,Female,7.9,*,10,"85,294",3.7,15.5
27007,Beltrami County,Colon and Rectum,Female,8.7,,13,"116,339",4.5,15.3
27009,Benton County,Colon and Rectum,Female,7.8,*,11,"100,402",3.8,14.6
27011,Big Stone County,Colon and Rectum,Female,7.3,*,4,"12,528",2,41.1
27013,Blue Earth County,Colon and Rectum,Female,9.6,,21,"165,980",5.8,15.3
27015,Brown County,Colon and Rectum,Female,13.6,,17,"63,055",7.7,23.7
27017,Carlton County,Colon and Rectum,Female,7.4,*,9,"84,870",3.3,15
27019,Carver County,Colon and Rectum,Female,10.4,,30,"256,700",7,15.1
27021,Cass County,Colon and Rectum,Female,6.1,*,8,"71,464",2.6,13.8
27023,Chippewa County,Colon and Rectum,Female,28.9,,15,"29,984",15,52.1
27025,Chisago County,Colon and Rectum,Female,11.8,,21,"133,632",7.2,18.5
27027,Clay County,Colon and Rectum,Female,13.9,,23,"160,868",8.6,21.3
27029,Clearwater County,Colon and Rectum,Female,7.6,*,3,"21,795",1.5,28.2
27031,Cook County,Colon and Rectum,Female,15,*,2,"13,441",1.1,62.3
27033,Cottonwood County,Colon and Rectum,Female,7.4,*,4,"28,371",1.9,23.9
27035,Crow Wing County,Colon and Rectum,Female,10.5,,29,"161,278",6.8,15.8
27037,Dakota County,Colon and Rectum,Female,9.6,,123,"1,069,198",8,11.5
27039,Dodge County,Colon and Rectum,Female,8.3,*,5,"51,604",2.7,20
27041,Douglas County,Colon and Rectum,Female,15.1,,25,"93,584",9.4,23.7
27043,Faribault County,Colon and Rectum,Female,28.4,,19,"34,562",16.1,48.7
27045,Fillmore County,Colon and Rectum,Female,5.6,*,6,"52,150",1.9,15
27047,Freeborn County,Colon and Rectum,Female,13.4,,23,"76,320",8.3,21.7
27049,Goodhue County,Colon and Rectum,Female,10.8,,22,"116,296",6.7,17.2
27051,Grant County,Colon and Rectum,Female,13.8,*,4,"14,747",3.6,45.4
27053,Hennepin County,Colon and Rectum,Female,9.2,,359,"3,151,007",8.3,10.3
27055,Houston County,Colon and Rectum,Female,3.5,*,3,"46,781",0.7,13.3
27057,Hubbard County,Colon and Rectum,Female,16.7,*,12,"51,923",7.9,31.8
27059,Isanti County,Colon and Rectum,Female,10.7,,14,"97,227",5.7,18.7
27061,Itasca County,Colon and Rectum,Female,10.6,,22,"111,792",6.6,17
27063,Jackson County,Colon and Rectum,Female,18.1,*,8,"24,327",7.6,40.4
27065,Kanabec County,Colon and Rectum,Female,3.1,*,2,"39,828",0.4,14.3
27067,Kandiyohi County,Colon and Rectum,Female,10.5,,17,"106,512",5.8,17.9
27069,Kittson County,Colon and Rectum,Female,8.9,*,3,"10,755",1.6,48.9
27071,Koochiching County,Colon and Rectum,Female,14.8,*,9,"31,214",6.7,32.5
27073,Lac qui Parle County,Colon and Rectum,Female,3.9,*,2,"16,692",0.4,30.7
27075,Lake County,Colon and Rectum,Female,9.3,*,4,"25,827",2.3,29.6
27077,Lake of the Woods County,Colon and Rectum,Female,20.8,*,4,"9,066",5.5,73.4
27079,Le Sueur County,Colon and Rectum,Female,15.2,,15,"69,999",8.3,26.1
27081,Lincoln County,Colon and Rectum,Female,18.2,*,6,"13,946",5.8,52.7
27083,Lyon County,Colon and Rectum,Female,11,*,10,"64,892",4.9,21.7
27087,Mahnomen County,Colon and Rectum,Female,15.5,*,3,"13,651",3.1,51.3
27089,Marshall County,Colon and Rectum,Female,12.6,*,6,"23,125",4.3,33.5
27091,Martin County,Colon and Rectum,Female,11.4,,13,"50,054",5.8,22.5
27085,McLeod County,Colon and Rectum,Female,11.5,,16,"89,606",6.4,19.6
27093,Meeker County,Colon and Rectum,Female,12.8,*,12,"56,668",6.2,24.4
27095,Mille Lacs County,Colon and Rectum,Female,10.1,*,8,"64,283",4,21.3
27097,Morrison County,Colon and Rectum,Female,9,,14,"81,746",4.8,16.5
27099,Mower County,Colon and Rectum,Female,8,,16,"99,184",4.3,14.2
27101,Murray County,Colon and Rectum,Female,11.4,*,5,"20,794",3.6,34.2
27103,Nicollet County,Colon and Rectum,Female,8.5,*,11,"84,318",4.2,16
27105,Nobles County,Colon and Rectum,Female,16.5,*,12,"52,684",8.1,30.5
27107,Norman County,Colon and Rectum,Female,16.8,*,5,"16,215",5.2,46.9
27109,Olmsted County,Colon and Rectum,Female,8.1,,45,"396,367",5.9,11
27111,Otter Tail County,Colon and Rectum,Female,12.5,,37,"144,462",8.5,18.2
27113,Pennington County,Colon and Rectum,Female,10.3,*,5,"35,646",3.1,26.1
27115,Pine County,Colon and Rectum,Female,9.8,,12,"67,827",5,18.6
27117,Pipestone County,Colon and Rectum,Female,4.1,*,2,"23,530",0.3,22.3
27119,Polk County,Colon and Rectum,Female,18,,24,"78,361",11.1,28.4
27121,Pope County,Colon and Rectum,Female,9.1,*,5,"26,991",2.8,26.9
27123,Ramsey County,Colon and Rectum,Female,8.9,,160,"1,395,268",7.5,10.4
27125,Red Lake County,Colon and Rectum,Female,35.8,*,6,"9,839",12.1,90.4
27127,Redwood County,Colon and Rectum,Female,9.2,*,7,"38,226",2.7,24
27129,Renville County,Colon and Rectum,Female,12.5,*,9,"36,057",5.4,27.5
