FIPS,County,Site,Sex,Rate,Unstable Rate,Count,Pop,Lower CI,Upper CI
27027,Clay County,Bladder,Male,45.4,,65,"156,821",34.9,58
27029,Clearwater County,Bladder,Male,30.4,*,9,"22,337",13.3,60.9
27031,Cook County,Bladder,Male,23.8,*,6,"13,396",8.4,63.9
27033,Cottonwood County,Bladder,Male,19.4,*,9,"28,211",8.7,39.9
27035,Crow Wing County,Bladder,Male,50.4,,125,"160,206",41.8,60.6
27037,Dakota County,Bladder,Male,36.6,,364,"1,039,595",32.8,40.7
27039,Dodge County,Bladder,Male,29.4,,17,"51,859",16.9,47.8
27041,Douglas County,Bladder,Male,43.9,,65,"93,978",33.8,56.6
27043,Faribault County,Bladder,Male,37,,20,"34,449",22.3,59.5
27045,Fillmore County,Bladder,Male,20.6,,17,"52,609",11.8,34.3
27047,Freeborn County,Bladder,Male,36.5,,42,"76,161",26.2,50.2
27049,Goodhue County,Bladder,Male,40.7,,63,"115,121",31.1,52.5
27051,Grant County,Bladder,Male,28.5,*,8,"14,903",12.3,63.3
27053,Hennepin County,Bladder,Male,34.1,,"1,001","3,079,931",32,36.4
27055,Houston County,Bladder,Male,39.6,,27,"46,634",25.7,59.2
27057,Hubbard County,Bladder,Male,37.1,,35,"53,374",25.6,53.5
27059,Isanti County,Bladder,Male,50.3,,56,"99,647",37.7,65.9
27061,Itasca County,Bladder,Male,38.5,,70,"114,108",29.8,49.4
27063,Jackson County,Bladder,Male,35,,13,"25,366",18.4,62.6
27065,Kanabec County,Bladder,Male,26.9,,16,"40,677",15.1,45.7
27067,Kandiyohi County,Bladder,Male,36.1,,53,"107,532",26.9,47.7
27069,Kittson County,Bladder,Male,23.2,*,4,"10,801",6.3,69.8
27071,Koochiching County,Bladder,Male,36.3,,19,"31,302",21.7,59.7
27073,Lac qui Parle County,Bladder,Male,32.8,*,10,"16,881",15.6,67.1
27075,Lake County,Bladder,Male,46.1,,21,"26,929",27.1,75.6
27077,Lake of the Woods County,Bladder,Male,44.3,*,7,"9,783",17.2,104.2
27079,Le Sueur County,Bladder,Male,52.3,,48,"71,147",38.3,70.2
27081,Lincoln County,Bladder,Male,55.5,,13,"14,398",28.9,101.2
27083,Lyon County,Bladder,Male,27.6,,19,"64,143",16.4,43.5
27087,Mahnomen County,Bladder,Male,38.6,*,7,"13,844",15.3,84.1
27089,Marshall County,Bladder,Male,50.5,,17,"23,731",28.5,84.3
27091,Martin County,Bladder,Male,45,,38,"49,187",31.7,63.4
27085,McLeod County,Bladder,Male,42.3,,49,"89,432",31.1,56.4
27093,Meeker County,Bladder,Male,30.8,,25,"58,786",19.8,46.4
27095,Mille Lacs County,Bladder,Male,58.5,,50,"64,867",43.2,77.9
27097,Morrison County,Bladder,Male,38.5,,44,"83,433",27.8,52.5
27099,Mower County,Bladder,Male,32.1,,40,"99,819",22.7,44.1
27101,Murray County,Bladder,Male,43.2,,17,"20,682",25.1,74.1
27103,Nicollet County,Bladder,Male,38.6,,38,"85,619",27.1,53.5
27105,Nobles County,Bladder,Male,49.3,,31,"56,006",33.3,70.3
27107,Norman County,Bladder,Male,29.3,*,8,"16,402",12.4,63.4
27109,Olmsted County,Bladder,Male,31.7,,130,"378,055",26.4,37.8
27111,Otter Tail County,Bladder,Male,37.7,,89,"146,416",30,47.1
27113,Pennington County,Bladder,Male,30.7,,14,"35,290",16.6,52.9
27115,Pine County,Bladder,Male,33.8,,36,"78,135",23.3,47.8
27117,Pipestone County,Bladder,Male,58.6,,16,"22,468",32.9,97.3
27119,Polk County,Bladder,Male,35.8,,35,"79,180",24.6,50.5
27121,Pope County,Bladder,Male,40.5,,16,"28,199",22.2,69.3
27123,Ramsey County,Bladder,Male,37.8,,479,"1,326,656",34.4,41.4
27125,Red Lake County,Bladder,Male,34.9,*,6,"10,166",12.7,85.8
27127,Redwood County,Bladder,Male,50.8,,28,"38,085",33.6,74.8
27129,Renville County,Bladder,Male,30.3,,15,"37,199",16.5,51.8
27131,Rice County,Bladder,Male,30.4,,55,"168,770",22.8,39.9
27133,Rock County,Bladder,Male,23.2,*,8,"23,204",10,48.9
27135,Roseau County,Bladder,Male,57.1,,28,"39,478",37.4,84.1
27139,Scott County,Bladder,Male,32.6,,98,"362,289",26.2,40.2
27141,Sherburne County,Bladder,Male,46.8,,92,"242,269",37.2,58
27143,Sibley County,Bladder,Male,33.1,,16,"37,639",18.8,54.9
27137,St. Louis County,Bladder,Male,43.5,,285,"501,336",38.5,49.1
27145,Stearns County,Bladder,Male,35,,146,"399,522",29.5,41.3
27147,Steele County,Bladder,Male,33.2,,37,"91,314",23.1,46.4
27149,Stevens County,Bladder,Male,18.6,*,6,"24,492",6.6,43.7
27151,Swift County,Bladder,Male,36.6,,12,"23,604",18.6,66.6
27153,Todd County,Bladder,Male,36.9,,34,"63,030",25.3,52.8
27155,Traverse County,Bladder,Male,66.9,*,10,"8,348",31.6,135.6
27157,Wabasha County,Bladder,Male,44.9,,36,"53,768",31.1,63.5
27159,Wadena County,Bladder,Male,30.6,,14,"33,901",16.3,53.3
27161,Waseca County,Bladder,Male,43.2,,24,"44,854",27.3,65.4
27163,Washington County,Bladder,Male,30.9,,202,"633,105",26.6,35.7
27165,Watonwan County,Bladder,Male,53,,20,"27,208",31.9,84.1
27167,Wilkin County,Bladder,Male,48.4,,12,"16,324",24.5,89.4
27169,Winona County,Bladder,Male,31.3,,47,"126,028",22.8,42.1
27171,Wright County,Bladder,Male,38,,115,"339,401",31.1,45.8
27173,Yellow Medicine County,Bladder,Male,37.3,,13,"24,761",19.3,66.9
27001,Aitkin County,Brain and ONS,All,11.4,*,13,"79,137",5.1,22.5
27003,Anoka County,Brain and ONS,All,7.3,,133,"1,753,197",6.1,8.7
27005,Becker County,Brain and ONS,All,6.5,,15,"170,136",3.5,11.4
27007,Beltrami County,Brain and ONS,All,8.1,,21,"232,108",5,12.6
27009,Benton County,Brain and ONS,All,5.2,*,11,"200,857",2.6,9.5
27011,Big Stone County,Brain and ONS,All,13.4,*,5,"24,939",3.9,36.3
27013,Blue Earth County,Brain and ONS,All,8.2,,26,"334,301",5.3,12.1
27015,Brown County,Brain and ONS,All,4.5,*,7,"125,780",1.8,9.8
27017,Carlton County,Brain and ONS,All,4.9,*,11,"178,177",2.4,9.1
27019,Carver County,Brain and ONS,All,8.9,,50,"509,852",6.5,11.9
27021,Cass County,Brain and ONS,All,5.8,,14,"146,085",2.9,10.7
27023,Chippewa County,Brain and ONS,All,5.6,*,6,"59,687",2,13.9
27025,Chisago County,Brain and ONS,All,6.4,,20,"276,568",3.8,10
27027,Clay County,Brain and ONS,All,9,,31,"317,689",6.1,12.9
27029,Clearwater County,Brain and ONS,All,8.4,*,3,"44,132",1.7,23.7
27031,Cook County,Brain and ONS,All,0,,0,"26,837",0,16.9
27033,Cottonwood County,Brain and ONS,All,9.5,*,6,"56,582",3.3,21.6
27035,Crow Wing County,Brain and ONS,All,8,,32,"321,484",5.2,11.6
27037,Dakota County,Brain and ONS,All,7.3,,167,"2,108,793",6.2,8.5
27039,Dodge County,Brain and ONS,All,13.3,,14,"103,463",7.2,22.5
27041,Douglas County,Brain and ONS,All,9.1,,17,"187,562",5.1,15
27043,Faribault County,Brain and ONS,All,8.9,*,8,"69,011",3.6,18.8
27045,Fillmore County,Brain and ONS,All,14.7,,21,"104,759",8.7,23.5
27047,Freeborn County,Brain and ONS,All,5.6,*,11,"152,481",2.7,10.5
27049,Goodhue County,Brain and ONS,All,8,,23,"231,417",4.9,12.3
27051,Grant County,Brain and ONS,All,7.7,*,4,"29,650",2.1,23.7
27053,Hennepin County,Brain and ONS,All,7,,448,"6,230,938",6.3,7.7
27055,Houston County,Brain and ONS,All,3.8,*,4,"93,415",0.8,10.5
27057,Hubbard County,Brain and ONS,All,9.5,*,14,"105,297",4.7,17.3
27059,Isanti County,Brain and ONS,All,7.1,,15,"196,874",3.9,11.9
27061,Itasca County,Brain and ONS,All,5,,15,"225,900",2.6,8.8
27063,Jackson County,Brain and ONS,All,3.9,*,2,"49,693",0.4,15
27065,Kanabec County,Brain and ONS,All,9.8,*,8,"80,505",3.9,20.1
27067,Kandiyohi County,Brain and ONS,All,7.6,,20,"214,044",4.5,12.1
27069,Kittson County,Brain and ONS,All,0,,0,"21,556",0,19.3
27071,Koochiching County,Brain and ONS,All,7.6,*,6,"62,516",2.5,18.4
27073,Lac qui Parle County,Brain and ONS,All,3.8,*,2,"33,573",0.3,18.8
27075,Lake County,Brain and ONS,All,15.3,*,6,"52,756",5.3,33.3
27077,Lake of the Woods County,Brain and ONS,All,8.8,*,3,"18,849",1.7,34.4
27079,Le Sueur County,Brain and ONS,All,7.6,*,12,"141,146",3.8,13.7
27081,Lincoln County,Brain and ONS,All,5.4,*,1,"28,344",0.1,25.7
27083,Lyon County,Brain and ONS,All,9.9,,13,"129,035",5.2,17.2
27087,Mahnomen County,Brain and ONS,All,2.8,*,1,"27,495",0.1,18.6
27089,Marshall County,Brain and ONS,All,9.8,*,5,"46,856",3,23.7
27091,Martin County,Brain and ONS,All,10.3,*,14,"99,241",5.2,18.7
27085,McLeod County,Brain and ONS,All,9.8,,22,"179,038",6,15.1
27093,Meeker County,Brain and ONS,All,8.7,*,11,"115,454",4.3,15.8
27095,Mille Lacs County,Brain and ONS,All,9.6,,14,"129,150",5.1,16.6
27097,Morrison County,Brain and ONS,All,8.7,,17,"165,179",4.9,14.4
27099,Mower County,Brain and ONS,All,6,,14,"199,003",3.2,10.3
27101,Murray County,Brain and ONS,All,11.2,*,7,"41,476",3.9,26.2
27103,Nicollet County,Brain and ONS,All,6.6,*,12,"169,937",3.3,11.7
27105,Nobles County,Brain and ONS,All,6.8,*,9,"108,690",3,13.4
27107,Norman County,Brain and ONS,All,6.9,*,3,"32,617",1.3,22.7
27109,Olmsted County,Brain and ONS,All,7.3,,63,"774,422",5.6,9.5
27111,Otter Tail County,Brain and ONS,All,11.7,,41,"290,878",8,16.4
27113,Pennington County,Brain and ONS,All,13.4,*,9,"70,936",6,25.5
27115,Pine County,Brain and ONS,All,8.8,,15,"145,962",4.6,15.2
27117,Pipestone County,Brain and ONS,All,15.1,*,10,"45,998",7.1,29.3
27119,Polk County,Brain and ONS,All,6.3,*,11,"157,541",3,11.6
27121,Pope County,Brain and ONS,All,9.5,*,6,"55,190",3.2,21.9
27123,Ramsey County,Brain and ONS,All,6.3,,183,"2,721,924",5.4,7.3
27125,Red Lake County,Brain and ONS,All,4.9,*,1,"20,005",0.1,28.3
27127,Redwood County,Brain and ONS,All,6,*,7,"76,311",2.3,13.4
27129,Renville County,Brain and ONS,All,6.4,*,6,"73,256",2.1,15.2
27131,Rice County,Brain and ONS,All,7.5,,27,"330,996",4.9,11.1
27133,Rock County,Brain and ONS,All,12.5,*,6,"47,087",4.3,28
27135,Roseau County,Brain and ONS,All,10.6,*,9,"76,797",4.6,20.9
27139,Scott County,Brain and ONS,All,7,,51,"726,689",5.2,9.3
27141,Sherburne County,Brain and ONS,All,7.4,,36,"472,706",5.2,10.4
27143,Sibley County,Brain and ONS,All,10.9,*,8,"74,533",4.5,22
27137,St. Louis County,Brain and ONS,All,6.3,,78,"999,340",4.9,8
27145,Stearns County,Brain and ONS,All,7,,56,"792,969",5.2,9.1
27147,Steele County,Brain and ONS,All,5.9,,14,"183,583",3.2,10.3
27149,Stevens County,Brain and ONS,All,7.5,*,4,"48,973",2,20.1
27151,Swift County,Brain and ONS,All,5.7,*,3,"46,859",1,18
27153,Todd County,Brain and ONS,All,7.5,*,11,"122,603",3.5,14.2
27155,Traverse County,Brain and ONS,All,7.9,*,3,"16,563",1.5,34.6
27157,Wabasha County,Brain and ONS,All,6.8,*,10,"107,571",3.1,13.4
27159,Wadena County,Brain and ONS,All,3.2,*,2,"68,260",0.3,11.6
27161,Waseca County,Brain and ONS,All,5.5,*,6,"93,673",1.9,12.4
27163,Washington County,Brain and ONS,All,8.5,,119,"1,280,364",7,10.2
27165,Watonwan County,Brain and ONS,All,15.2,*,10,"54,736",6.8,29.3
27167,Wilkin County,Brain and ONS,All,9.3,*,3,"31,526",1.6,28.5
27169,Winona County,Brain and ONS,All,8.5,,20,"254,094",5.1,13.4
27171,Wright County,Brain and ONS,All,6.8,,45,"672,714",4.9,9.1
27173,Yellow Medicine County,Brain and ONS,All,0.8,*,1,"49,140",0,8.7
27001,Aitkin County,Brain and ONS,Female,10.5,*,3,"39,128",1.7,31.8
27003,Anoka County,Brain and ONS,Female,6.2,,57,"876,421",4.7,8.1
27005,Becker County,Brain and ONS,Female,5.6,*,7,"85,294",2.1,12.6
27007,Beltrami County,Brain and ONS,Female,5.6,*,7,"116,339",2.2,11.9
27009,Benton County,Brain and ONS,Female,5.2,*,6,"100,402",1.9,11.8
27011,Big Stone County,Brain and ONS,Female,4.8,*,1,"12,528",0.1,40.8
27013,Blue Earth County,Brain and ONS,Female,5.4,*,9,"165,980",2.4,10.6
27015,Brown County,Brain and ONS,Female,4.6,*,4,"63,055",1.2,13.1
27017,Carlton County,Brain and ONS,Female,3.6,*,5,"84,870",1.1,9.5
27019,Carver County,Brain and ONS,Female,8,,23,"256,700",5,12.1
27021,Cass County,Brain and ONS,Female,2.7,*,4,"71,464",0.7,9.2
27023,Chippewa County,Brain and ONS,Female,1.1,*,1,"29,984",0,14.1
27025,Chisago County,Brain and ONS,Female,5.2,*,8,"133,632",2.2,10.5
27027,Clay County,Brain and ONS,Female,9.1,,16,"160,868",5.1,15.1
27029,Clearwater County,Brain and ONS,Female,11.5,*,2,"21,795",1.3,39.6
27031,Cook County,Brain and ONS,Female,0,,0,"13,441",0,34.4
27033,Cottonwood County,Brain and ONS,Female,17.5,*,5,"28,371",5.4,42.1
27035,Crow Wing County,Brain and ONS,Female,5.9,,15,"161,278",3.2,10.3
27037,Dakota County,Brain and ONS,Female,6,,71,"1,069,198",4.6,7.6
27039,Dodge County,Brain and ONS,Female,17.1,*,9,"51,604",7.7,32.7
27041,Douglas County,Brain and ONS,Female,11.5,*,10,"93,584",5.2,21.7
27043,Faribault County,Brain and ONS,Female,8.5,*,5,"34,562",2.7,23.1
27045,Fillmore County,Brain and ONS,Female,13.4,*,9,"52,150",5.5,27.7
27047,Freeborn County,Brain and ONS,Female,2.6,*,2,"76,320",0.3,10
27049,Goodhue County,Brain and ONS,Female,5.2,*,7,"116,296",1.9,11.3
27051,Grant County,Brain and ONS,Female,0,,0,"14,747",0,27.5
27053,Hennepin County,Brain and ONS,Female,5.5,,187,"3,151,007",4.8,6.4
27055,Houston County,Brain and ONS,Female,0,,0,"46,781",0,8.6
27057,Hubbard County,Brain and ONS,Female,3.1,*,3,"51,923",0.6,12.1
27059,Isanti County,Brain and ONS,Female,5,*,6,"97,227",1.8,11.5
27061,Itasca County,Brain and ONS,Female,2.8,*,4,"111,792",0.6,8.3
27063,Jackson County,Brain and ONS,Female,0,,0,"24,327",0,16.3
27065,Kanabec County,Brain and ONS,Female,7.8,*,3,"39,828",1.4,23.7
27067,Kandiyohi County,Brain and ONS,Female,6.9,*,9,"106,512",2.9,13.7
27069,Kittson County,Brain and ONS,Female,0,,0,"10,755",0,39.5
27071,Koochiching County,Brain and ONS,Female,12.3,*,5,"31,214",3.3,33.1
27073,Lac qui Parle County,Brain and ONS,Female,1.3,*,1,"16,692",0,27.7
27075,Lake County,Brain and ONS,Female,6.4,*,1,"25,827",0.2,30.8
27077,Lake of the Woods County,Brain and ONS,Female,6.6,*,1,"9,066",0.2,56.7
27079,Le Sueur County,Brain and ONS,Female,1.8,*,1,"69,999",0,9.2
27081,Lincoln County,Brain and ONS,Female,10.9,*,1,"13,946",0.3,52.9
27083,Lyon County,Brain and ONS,Female,12.4,*,8,"64,892",5.1,24.9
27087,Mahnomen County,Brain and ONS,Female,0,,0,"13,651",0,28.3
27089,Marshall County,Brain and ONS,Female,14.6,*,4,"23,125",3.8,39.7
27091,Martin County,Brain and ONS,Female,9.9,*,5,"50,054",2.6,24.9
27085,McLeod County,Brain and ONS,Female,7.8,*,10,"89,606",3.6,15.3
27093,Meeker County,Brain and ONS,Female,4.7,*,3,"56,668",0.9,14.6
27095,Mille Lacs County,Brain and ONS,Female,8.6,*,6,"64,283",3,19.4
27097,Morrison County,Brain and ONS,Female,5.1,*,4,"81,746",1.2,13.4
27099,Mower County,Brain and ONS,Female,5.7,*,7,"99,184",2.1,12.5
27101,Murray County,Brain and ONS,Female,15.2,*,4,"20,794",3.2,44.8
27103,Nicollet County,Brain and ONS,Female,5.3,*,5,"84,318",1.6,12.8
27105,Nobles County,Brain and ONS,Female,6.2,*,4,"52,684",1.4,17.3
27107,Norman County,Brain and ONS,Female,6.4,*,1,"16,215",0.2,36.1
27109,Olmsted County,Brain and ONS,Female,4.6,,22,"396,367",2.9,7.1
27111,Otter Tail County,Brain and ONS,Female,11.1,,19,"144,462",6.2,18.4
27113,Pennington County,Brain and ONS,Female,5.9,*,2,"35,646",0.6,21.4
27115,Pine County,Brain and ONS,Female,6.9,*,5,"67,827",1.9,17.2
27117,Pipestone County,Brain and ONS,Female,8.6,*,3,"23,530",1.8,29.1
27119,Polk County,Brain and ONS,Female,3.3,*,3,"78,361",0.7,10.3
27121,Pope County,Brain and ONS,Female,0,,0,"26,991",0,15.3
27123,Ramsey County,Brain and ONS,Female,5.3,,79,"1,395,268",4.2,6.7
27125,Red Lake County,Brain and ONS,Female,0,,0,"9,839",0,40.5
27127,Redwood County,Brain and ONS,Female,5.2,*,3,"38,226",0.9,18.2
27129,Renville County,Brain and ONS,Female,0,,0,"36,057",0,11
27131,Rice County,Brain and ONS,Female,6.1,*,11,"162,226",2.9,11.4
27133,Rock County,Brain and ONS,Female,5.6,*,2,"23,883",0.7,24.5
27135,Roseau County,Brain and ONS,Female,12.7,*,5,"37,319",3.6,31.3
27139,Scott County,Brain and ONS,Female,6.3,,24,"364,400",4,9.4
27141,Sherburne County,Brain and ONS,Female,5.8,,14,"230,437",3.1,9.8
27143,Sibley County,Brain and ONS,Female,12.4,*,5,"36,894",3.8,30.2
27137,St. Louis County,Brain and ONS,Female,5.3,,35,"498,004",3.6,7.6
27145,Stearns County,Brain and ONS,Female,6.9,,29,"393,447",4.6,10
27147,Steele County,Brain and ONS,Female,2.2,*,3,"92,269",0.4,7.3
27149,Stevens County,Brain and ONS,Female,5.1,*,1,"24,481",0.1,27
27151,Swift County,Brain and ONS,Female,7.2,*,2,"23,255",0.4,30.8
27153,Todd County,Brain and ONS,Female,4.6,*,3,"59,573",0.7,14.7
27155,Traverse County,Brain and ONS,Female,2.5,*,1,"8,215",0.1,54.2
27157,Wabasha County,Brain and ONS,Female,6,*,5,"53,803",1.9,15.7
27159,Wadena County,Brain and ONS,Female,2,*,1,"34,359",0.1,14.5
27161,Waseca County,Brain and ONS,Female,5.1,*,3,"48,819",1,16.2
27163,Washington County,Brain and ONS,Female,6.7,,50,"647,259",4.9,9
27165,Watonwan County,Brain and ONS,Female,13.9,*,5,"27,528",4,35.5
27167,Wilkin County,Brain and ONS,Female,17.9,*,3,"15,202",3,56.7
27169,Winona County,Brain and ONS,Female,6.1,*,7,"128,066",2.4,12.7
27171,Wright County,Brain and ONS,Female,5.1,,18,"333,313",3,8.1
27173,Yellow Medicine County,Brain and ONS,Female,0,,0,"24,379",0,16.2
27001,Aitkin County,Brain and ONS,Male,12.2,*,10,"40,009",5.5,27.3
27003,Anoka County,Brain and ONS,Male,8.5,,76,"876,776",6.7,10.8
27005,Becker County,Brain and ONS,Male,7.6,*,8,"84,842",3,15.9
27007,Beltrami County,Brain and ONS,Male,10.9,,14,"115,769",5.9,18.7
27009,Benton County,Brain and ONS,Male,5.1,*,5,"100,455",1.6,12
27011,Big Stone County,Brain and ONS,Male,23,*,4,"12,411",5.6,67.7
27013,Blue Earth County,Brain and ONS,Male,10.7,,17,"168,321",6.1,17.4
27015,Brown County,Brain and ONS,Male,4.3,*,3,"62,725",0.9,13.2
27017,Carlton County,Brain and ONS,Male,5.8,*,6,"93,307",2.1,13.1
27019,Carver County,Brain and ONS,Male,10,,27,"253,152",6.5,14.9
27021,Cass County,Brain and ONS,Male,8.6,*,10,"74,621",3.7,17.8
27023,Chippewa County,Brain and ONS,Male,10,*,5,"29,703",3.2,26.6
27025,Chisago County,Brain and ONS,Male,7.4,,12,"142,936",3.7,13.2
27027,Clay County,Brain and ONS,Male,9.2,,15,"156,821",5.1,15.4
27029,Clearwater County,Brain and ONS,Male,5.3,*,1,"22,337",0.1,27.7
27031,Cook County,Brain and ONS,Male,0,,0,"13,396",0,33.5
27033,Cottonwood County,Brain and ONS,Male,2.3,*,1,"28,211",0.1,17
27035,Crow Wing County,Brain and ONS,Male,10,,17,"160,206",5.5,16.5
27037,Dakota County,Brain and ONS,Male,8.6,,96,"1,039,595",6.9,10.6
27039,Dodge County,Brain and ONS,Male,9.4,*,5,"51,859",3,22.4
27041,Douglas County,Brain and ONS,Male,6.9,*,7,"93,978",2.6,14.7
27043,Faribault County,Brain and ONS,Male,8.8,*,3,"34,449",1.7,26.4
27045,Fillmore County,Brain and ONS,Male,15.7,*,12,"52,609",7.8,29.1
27047,Freeborn County,Brain and ONS,Male,8.8,*,9,"76,161",3.9,17.6
27049,Goodhue County,Brain and ONS,Male,10.9,,16,"115,121",6.1,18.4
27051,Grant County,Brain and ONS,Male,15.5,*,4,"14,903",4.2,47.2
27053,Hennepin County,Brain and ONS,Male,8.6,,261,"3,079,931",7.6,9.7
27055,Houston County,Brain and ONS,Male,8,*,4,"46,634",1.9,21.7
27057,Hubbard County,Brain and ONS,Male,15.6,*,11,"53,374",7,30.4
27059,Isanti County,Brain and ONS,Male,8.9,*,9,"99,647",4,17.2
27061,Itasca County,Brain and ONS,Male,7.4,*,11,"114,108",3.5,14
27063,Jackson County,Brain and ONS,Male,7.5,*,2,"25,366",0.7,28.8
27065,Kanabec County,Brain and ONS,Male,11.8,*,5,"40,677",3.5,29
27067,Kandiyohi County,Brain and ONS,Male,8.6,*,11,"107,532",4.2,15.9
27069,Kittson County,Brain and ONS,Male,0,,0,"10,801",0,38
27071,Koochiching County,Brain and ONS,Male,2.7,*,1,"31,302",0.1,18
27073,Lac qui Parle County,Brain and ONS,Male,5.8,*,1,"16,881",0.1,35
27075,Lake County,Brain and ONS,Male,24.1,*,5,"26,929",7.3,56.3
27077,Lake of the Woods County,Brain and ONS,Male,10.4,*,2,"9,783",1.2,57.6
27079,Le Sueur County,Brain and ONS,Male,13.1,*,11,"71,147",6.2,24.4
27081,Lincoln County,Brain and ONS,Male,0,,0,"14,398",0,27.1
27083,Lyon County,Brain and ONS,Male,7.8,*,5,"64,143",2.5,18.2
27087,Mahnomen County,Brain and ONS,Male,6,*,1,"13,844",0.2,38.3
27089,Marshall County,Brain and ONS,Male,5.1,*,1,"23,731",0.1,26.5
27091,Martin County,Brain and ONS,Male,11.4,*,9,"49,187",5,23.5
27085,McLeod County,Brain and ONS,Male,11.5,,12,"89,432",5.8,20.5
27093,Meeker County,Brain and ONS,Male,12.6,*,8,"58,786",5.4,25.3
27095,Mille Lacs County,Brain and ONS,Male,10.6,*,8,"64,867",4.4,21.9
27097,Morrison County,Brain and ONS,Male,12.7,,13,"83,433",6.5,22.5
27099,Mower County,Brain and ONS,Male,6.1,*,7,"99,819",2.4,12.9
27101,Murray County,Brain and ONS,Male,7.8,*,3,"20,682",1.6,29.7
27103,Nicollet County,Brain and ONS,Male,7.9,*,7,"85,619",3.1,16.6
27105,Nobles County,Brain and ONS,Male,7.3,*,5,"56,006",2.3,17.8
27107,Norman County,Brain and ONS,Male,7.3,*,2,"16,402",0.9,33.8
27109,Olmsted County,Brain and ONS,Male,10.2,,41,"378,055",7.3,13.9
27111,Otter Tail County,Brain and ONS,Male,12.2,,22,"146,416",7.3,19.3
27113,Pennington County,Brain and ONS,Male,20.3,*,7,"35,290",8,42.2
27115,Pine County,Brain and ONS,Male,10.7,*,10,"78,135",4.8,20.8
27117,Pipestone County,Brain and ONS,Male,23.4,*,7,"22,468",9.3,50.8
27119,Polk County,Brain and ONS,Male,9.2,*,8,"79,180",3.8,18.8
27121,Pope County,Brain and ONS,Male,18.8,*,6,"28,199",6.5,42.8
27123,Ramsey County,Brain and ONS,Male,7.6,,104,"1,326,656",6.2,9.3
27125,Red Lake County,Brain and ONS,Male,9.7,*,1,"10,166",0.2,55.9
27127,Redwood County,Brain and ONS,Male,6.6,*,4,"38,085",1.8,19.4
27129,Renville County,Brain and ONS,Male,12.9,*,6,"37,199",4.3,30.1
27131,Rice County,Brain and ONS,Male,9.1,,16,"168,770",5.1,14.9
27133,Rock County,Brain and ONS,Male,18.4,*,4,"23,204",4.8,47.6
27135,Roseau County,Brain and ONS,Male,8.2,*,4,"39,478",2.1,22.5
27139,Scott County,Brain and ONS,Male,7.9,,27,"362,289",5.1,11.6
27141,Sherburne County,Brain and ONS,Male,8.8,,22,"242,269",5.4,13.6
27143,Sibley County,Brain and ONS,Male,8.9,*,3,"37,639",1.6,26.3
27137,St. Louis County,Brain and ONS,Male,7.1,,43,"501,336",5,9.8
27145,Stearns County,Brain and ONS,Male,7,,27,"399,522",4.5,10.2
27147,Steele County,Brain and ONS,Male,9.8,*,11,"91,314",4.8,18.1
27149,Stevens County,Brain and ONS,Male,11.8,*,3,"24,492",2.4,35.5
27151,Swift County,Brain and ONS,Male,3.9,*,1,"23,604",0.1,23.1
27153,Todd County,Brain and ONS,Male,10.4,*,8,"63,030",4.2,21.6
27155,Traverse County,Brain and ONS,Male,13.1,*,2,"8,348",1.6,65
27157,Wabasha County,Brain and ONS,Male,7.6,*,5,"53,768",2.2,19.4
27159,Wadena County,Brain and ONS,Male,4.2,*,1,"33,901",0.1,20.3
27161,Waseca County,Brain and ONS,Male,5.8,*,3,"44,854",1.1,18.1
27163,Washington County,Brain and ONS,Male,10.7,,69,"633,105",8.2,13.6
27165,Watonwan County,Brain and ONS,Male,16.8,*,5,"27,208",4.8,41.3
27167,Wilkin County,Brain and ONS,Male,0,,0,"16,324",0,23.7
27169,Winona County,Brain and ONS,Male,10.8,,13,"126,028",5.5,19
27171,Wright County,Brain and ONS,Male,8.6,,27,"339,401",5.6,12.6
27173,Yellow Medicine County,Brain and ONS,Male,2.3,*,1,"24,761",0.1,18.8
27001,Aitkin County,Breast,Female,110.1,,81,"39,128",83.2,144.8
27003,Anoka County,Breast,Female,134.9,,"1,390","876,421",127.7,142.4
27005,Becker County,Breast,Female,133.1,,153,"85,294",111.4,158.1
27007,Beltrami County,Breast,Female,140.3,,187,"116,339",119.9,163.3
27009,Benton County,Breast,Female,105.2,,115,"100,402",86.3,127.1
27011,Big Stone County,Breast,Female,154.7,,32,"12,528",99,234.2
27013,Blue Earth County,Breast,Female,137.6,,231,"165,980",119.6,157.5
27015,Brown County,Breast,Female,147.6,,127,"63,055",120.7,179.1
27017,Carlton County,Breast,Female,122.1,,134,"84,870",101.4,146.1
27019,Carver County,Breast,Female,135.7,,379,"256,700",122,150.5
27021,Cass County,Breast,Female,126.6,,155,"71,464",105.4,151.4
27023,Chippewa County,Breast,Female,132.2,,55,"29,984",96.6,177.3
27025,Chisago County,Breast,Female,146.1,,242,"133,632",127.7,166.6
27027,Clay County,Breast,Female,139.2,,228,"160,868",121.3,159.1
27029,Clearwater County,Breast,Female,132.7,,38,"21,795",91.2,187.4
27031,Cook County,Breast,Female,140.5,,31,"13,441",89.4,214.7
27033,Cottonwood County,Breast,Female,132.4,,54,"28,371",96.8,177.9
27035,Crow Wing County,Breast,Female,123.1,,283,"161,278",108,139.9
27037,Dakota County,Breast,Female,146.5,,"1,824","1,069,198",139.7,153.6
27039,Dodge County,Breast,Female,117.9,,71,"51,604",91.5,149.7
27041,Douglas County,Breast,Female,137.1,,191,"93,584",116.9,160.2
